Date,Series,Value
2024-01-24,Average Tone,0
2024-01-25,Average Tone,0
2024-01-26,Average Tone,0
2024-01-27,Average Tone,0.1439
2024-01-28,Average Tone,0
2024-01-29,Average Tone,0
2024-01-30,Average Tone,0
2024-01-31,Average Tone,0
2024-02-01,Average Tone,-3.7464
2024-02-02,Average Tone,-3.7464
2024-02-03,Average Tone,0
2024-02-04,Average Tone,0
2024-02-05,Average Tone,0
2024-02-06,Average Tone,0
2024-02-07,Average Tone,0
2024-02-08,Average Tone,0
2024-02-09,Average Tone,0
2024-02-10,Average Tone,0
2024-02-11,Average Tone,0
2024-02-12,Average Tone,0
2024-02-13,Average Tone,0
2024-02-14,Average Tone,1.2232
2024-02-15,Average Tone,0
2024-02-16,Average Tone,-2.1773
2024-02-17,Average Tone,0
2024-02-18,Average Tone,0
2024-02-19,Average Tone,0
2024-02-20,Average Tone,0
2024-02-21,Average Tone,0
2024-02-22,Average Tone,-1.9257
2024-02-23,Average Tone,0
2024-02-24,Average Tone,0
2024-02-25,Average Tone,0
2024-02-26,Average Tone,-6.9565
2024-02-27,Average Tone,0
2024-02-28,Average Tone,0
2024-02-29,Average Tone,-3.1513
2024-03-01,Average Tone,-0.6053
2024-03-02,Average Tone,0
2024-03-03,Average Tone,0
2024-03-04,Average Tone,0
2024-03-05,Average Tone,0
2024-03-06,Average Tone,0
2024-03-07,Average Tone,-0.5714
2024-03-08,Average Tone,0
2024-03-09,Average Tone,0
2024-03-10,Average Tone,0
2024-03-11,Average Tone,0
2024-03-12,Average Tone,0
2024-03-13,Average Tone,0
2024-03-14,Average Tone,0.3708
2024-03-15,Average Tone,0
2024-03-16,Average Tone,0
2024-03-17,Average Tone,0
2024-03-18,Average Tone,0
2024-03-19,Average Tone,0
2024-03-20,Average Tone,0
2024-03-21,Average Tone,0
2024-03-22,Average Tone,0
2024-03-23,Average Tone,0
2024-03-24,Average Tone,0
2024-03-25,Average Tone,2.156
2024-03-26,Average Tone,0
2024-03-27,Average Tone,0
2024-03-28,Average Tone,-5.153
2024-03-29,Average Tone,0
2024-03-30,Average Tone,0
2024-03-31,Average Tone,0
2024-04-01,Average Tone,0.9202
2024-04-02,Average Tone,0
2024-04-03,Average Tone,0
2024-04-04,Average Tone,0
2024-04-05,Average Tone,0
2024-04-06,Average Tone,0
2024-04-07,Average Tone,3.4483
2024-04-08,Average Tone,0
2024-04-09,Average Tone,0
2024-04-10,Average Tone,0
2024-04-11,Average Tone,0
2024-04-12,Average Tone,0
2024-04-13,Average Tone,0
2024-04-14,Average Tone,0
2024-04-15,Average Tone,-0.6696
2024-04-16,Average Tone,-1.2903
2024-04-17,Average Tone,0
2024-04-18,Average Tone,0
2024-04-19,Average Tone,0
2024-04-20,Average Tone,0
2024-04-21,Average Tone,0
2024-04-22,Average Tone,0
2024-04-23,Average Tone,0
2024-04-24,Average Tone,0
2024-04-25,Average Tone,-0.4111
2024-04-26,Average Tone,0
2024-04-27,Average Tone,0
2024-04-28,Average Tone,0
2024-04-29,Average Tone,0
2024-04-30,Average Tone,0
2024-05-01,Average Tone,0
2024-05-02,Average Tone,0
2024-05-03,Average Tone,0
2024-05-04,Average Tone,0
2024-05-05,Average Tone,0
2024-05-06,Average Tone,-3.413
2024-05-07,Average Tone,-4.4104
2024-05-08,Average Tone,-0.3067
2024-05-09,Average Tone,0
2024-05-10,Average Tone,0
2024-05-11,Average Tone,0
2024-05-12,Average Tone,0
2024-05-13,Average Tone,0
2024-05-14,Average Tone,0
2024-05-15,Average Tone,-0.8144
2024-05-16,Average Tone,1.3467
2024-05-17,Average Tone,0
2024-05-18,Average Tone,-0.5484
2024-05-19,Average Tone,0
2024-05-20,Average Tone,0
2024-05-21,Average Tone,-3.4121
2024-05-22,Average Tone,0
2024-05-23,Average Tone,7.6271
2024-05-24,Average Tone,7.6271
2024-05-25,Average Tone,0
2024-05-26,Average Tone,0
2024-05-27,Average Tone,0
2024-05-28,Average Tone,0
2024-05-29,Average Tone,0
2024-05-30,Average Tone,0
2024-05-31,Average Tone,0
2024-06-01,Average Tone,0
2024-06-02,Average Tone,0
2024-06-03,Average Tone,0
2024-06-04,Average Tone,0
2024-06-05,Average Tone,-0.6616
2024-06-06,Average Tone,0
2024-06-07,Average Tone,-2.0123
2024-06-08,Average Tone,-1.8708
2024-06-09,Average Tone,-2.0785
2024-06-10,Average Tone,0
2024-06-11,Average Tone,0
2024-06-12,Average Tone,0
2024-06-13,Average Tone,-1.7691
2024-06-14,Average Tone,0
2024-06-15,Average Tone,-1.7975
2024-06-16,Average Tone,-2.669
2024-06-17,Average Tone,0
2024-06-18,Average Tone,0
2024-06-19,Average Tone,0
2024-06-20,Average Tone,-6.8889
2024-06-21,Average Tone,0
2024-06-22,Average Tone,0
2024-06-23,Average Tone,1.8573
2024-06-24,Average Tone,1.858
2024-06-25,Average Tone,-3.5406
2024-06-26,Average Tone,0
2024-06-27,Average Tone,0
2024-06-28,Average Tone,0
2024-06-29,Average Tone,0
2024-06-30,Average Tone,0
2024-07-01,Average Tone,-1.668
2024-07-02,Average Tone,0
2024-07-03,Average Tone,0
2024-07-04,Average Tone,0
2024-07-05,Average Tone,1.3503
2024-07-06,Average Tone,0
2024-07-07,Average Tone,0
2024-07-08,Average Tone,-4.6875
2024-07-09,Average Tone,0
2024-07-10,Average Tone,0
2024-07-11,Average Tone,0
2024-07-12,Average Tone,0
2024-07-13,Average Tone,0
2024-07-14,Average Tone,0
2024-07-15,Average Tone,0
2024-07-16,Average Tone,0
2024-07-17,Average Tone,0
2024-07-18,Average Tone,0
2024-07-19,Average Tone,0
2024-07-20,Average Tone,0
2024-07-21,Average Tone,0
2024-07-22,Average Tone,0
2024-07-23,Average Tone,0
2024-07-24,Average Tone,0
2024-07-25,Average Tone,0
2024-07-26,Average Tone,0
2024-07-27,Average Tone,0
2024-07-28,Average Tone,0
2024-07-29,Average Tone,0
2024-07-30,Average Tone,0
2024-07-31,Average Tone,1.9284
2024-08-01,Average Tone,-2.6423
2024-08-02,Average Tone,-1.9146
2024-08-03,Average Tone,0
2024-08-04,Average Tone,0
2024-08-05,Average Tone,-3.075
2024-08-06,Average Tone,0
2024-08-07,Average Tone,-1.3483
2024-08-08,Average Tone,0
2024-08-09,Average Tone,0
2024-08-10,Average Tone,0
2024-08-11,Average Tone,0
2024-08-12,Average Tone,0
2024-08-13,Average Tone,2.8708
2024-08-14,Average Tone,0
2024-08-15,Average Tone,-2.1818
2024-08-16,Average Tone,0
2024-08-17,Average Tone,2.7242
2024-08-18,Average Tone,0
2024-08-19,Average Tone,0
2024-08-20,Average Tone,0
2024-08-21,Average Tone,0
2024-08-22,Average Tone,0
2024-08-23,Average Tone,0
2024-08-24,Average Tone,0
2024-08-25,Average Tone,0
2024-08-26,Average Tone,0
2024-08-27,Average Tone,0
2024-08-28,Average Tone,0
2024-08-29,Average Tone,0
2024-08-30,Average Tone,0
2024-08-31,Average Tone,0
2024-09-01,Average Tone,0
2024-09-02,Average Tone,0
2024-09-03,Average Tone,-2.9619
2024-09-04,Average Tone,-2.4519
2024-09-05,Average Tone,-1.9412
2024-09-06,Average Tone,-3.3182
2024-09-07,Average Tone,0
2024-09-08,Average Tone,-3.2371
2024-09-09,Average Tone,-5.0147
2024-09-10,Average Tone,0
2024-09-11,Average Tone,0
2024-09-12,Average Tone,0
2024-09-13,Average Tone,0
2024-09-14,Average Tone,0
2024-09-15,Average Tone,0
2024-09-16,Average Tone,0
2024-09-17,Average Tone,0
2024-09-18,Average Tone,0
2024-09-19,Average Tone,0
2024-09-20,Average Tone,0
2024-09-21,Average Tone,0
2024-09-22,Average Tone,-0.3215
2024-09-23,Average Tone,0.8791
2024-09-24,Average Tone,0
2024-09-25,Average Tone,0
2024-09-26,Average Tone,0
2024-09-27,Average Tone,1.1618
2024-09-28,Average Tone,0
2024-09-29,Average Tone,0
2024-09-30,Average Tone,0
2024-10-01,Average Tone,0
2024-10-02,Average Tone,0
2024-10-03,Average Tone,0
2024-10-04,Average Tone,0
2024-10-05,Average Tone,0
2024-10-06,Average Tone,0
2024-10-07,Average Tone,0
2024-10-08,Average Tone,0
2024-10-09,Average Tone,0
2024-10-10,Average Tone,0
2024-10-11,Average Tone,0
2024-10-12,Average Tone,-5.618
2024-10-13,Average Tone,0
2024-10-14,Average Tone,0
2024-10-15,Average Tone,0
2024-10-16,Average Tone,-0.4552
2024-10-17,Average Tone,0
2024-10-18,Average Tone,0
2024-10-19,Average Tone,0
2024-10-20,Average Tone,0
2024-10-21,Average Tone,-0.3854
2024-10-22,Average Tone,-0.3956
2024-10-23,Average Tone,-2.5988
2024-10-24,Average Tone,0
2024-10-25,Average Tone,0
2024-10-26,Average Tone,0
2024-10-27,Average Tone,0
2024-10-28,Average Tone,0
2024-10-29,Average Tone,0
2024-10-30,Average Tone,-2.9254
2024-10-31,Average Tone,-2.2167
2024-11-01,Average Tone,0
2024-11-02,Average Tone,0
2024-11-03,Average Tone,0
2024-11-04,Average Tone,-1.068
2024-11-05,Average Tone,-0.1698
2024-11-06,Average Tone,0
2024-11-07,Average Tone,0
2024-11-08,Average Tone,0
2024-11-09,Average Tone,0
2024-11-10,Average Tone,0
2024-11-11,Average Tone,0
2024-11-12,Average Tone,0
2024-11-13,Average Tone,0
2024-11-14,Average Tone,0
2024-11-15,Average Tone,0
2024-11-16,Average Tone,0
2024-11-17,Average Tone,0
2024-11-18,Average Tone,0
2024-11-19,Average Tone,0
2024-11-20,Average Tone,0
2024-11-21,Average Tone,0
2024-11-22,Average Tone,2.3842
2024-11-23,Average Tone,2.8251
2024-11-24,Average Tone,2.824
2024-11-25,Average Tone,0
2024-11-26,Average Tone,0
2024-11-27,Average Tone,0
2024-11-28,Average Tone,0
2024-11-29,Average Tone,0
2024-11-30,Average Tone,-1.8519
2024-12-01,Average Tone,0
2024-12-02,Average Tone,0
2024-12-03,Average Tone,0
2024-12-04,Average Tone,0
2024-12-05,Average Tone,0
2024-12-06,Average Tone,0
2024-12-07,Average Tone,0
2024-12-08,Average Tone,0
2024-12-09,Average Tone,0
2024-12-10,Average Tone,-2.403
2024-12-11,Average Tone,0
2024-12-12,Average Tone,0
2024-12-13,Average Tone,0
2024-12-14,Average Tone,0
2024-12-15,Average Tone,0
2024-12-16,Average Tone,0
2024-12-17,Average Tone,-0.9836
2024-12-18,Average Tone,-1.693
2024-12-19,Average Tone,-3.3992
2024-12-20,Average Tone,-3.3806
2024-12-21,Average Tone,0
2024-12-22,Average Tone,0
2024-12-23,Average Tone,-6.8259
2024-12-24,Average Tone,-1.8152
2024-12-25,Average Tone,0
2024-12-26,Average Tone,0
2024-12-27,Average Tone,0
2024-12-28,Average Tone,0
2024-12-29,Average Tone,0
2024-12-30,Average Tone,-3.719
2024-12-31,Average Tone,-4.6845
2025-01-01,Average Tone,0
2025-01-02,Average Tone,0
2025-01-03,Average Tone,-0.4975
2025-01-04,Average Tone,0
2025-01-05,Average Tone,0
2025-01-06,Average Tone,-3.0759
2025-01-07,Average Tone,0
2025-01-08,Average Tone,-1.3761
2025-01-09,Average Tone,0
2025-01-10,Average Tone,0
2025-01-11,Average Tone,0
2025-01-12,Average Tone,-0.7371
2025-01-13,Average Tone,0
2025-01-14,Average Tone,0
2025-01-15,Average Tone,0
2025-01-16,Average Tone,0
2025-01-17,Average Tone,0
2025-01-18,Average Tone,0
2025-01-19,Average Tone,0
2025-01-20,Average Tone,-3.0593
2025-01-21,Average Tone,0
2025-01-22,Average Tone,-2.8192
2025-01-23,Average Tone,0
2025-01-24,Average Tone,0
2025-01-25,Average Tone,0
2025-01-26,Average Tone,0
2025-01-27,Average Tone,1.1033
2025-01-28,Average Tone,0
2025-01-29,Average Tone,-0.4619
2025-01-30,Average Tone,0
2025-01-31,Average Tone,0
2025-02-01,Average Tone,0
2025-02-02,Average Tone,0
2025-02-03,Average Tone,0
2025-02-04,Average Tone,-4.5714
2025-02-05,Average Tone,0
2025-02-06,Average Tone,-0.9415
2025-02-07,Average Tone,0
2025-02-08,Average Tone,0
2025-02-09,Average Tone,0
2025-02-10,Average Tone,0
2025-02-11,Average Tone,-5.4348
2025-02-12,Average Tone,0
2025-02-13,Average Tone,0
2025-02-14,Average Tone,0
2025-02-15,Average Tone,0
2025-02-16,Average Tone,0
2025-02-17,Average Tone,0
2025-02-18,Average Tone,0
2025-02-19,Average Tone,-1.421
2025-02-20,Average Tone,0
2025-02-21,Average Tone,0
2025-02-22,Average Tone,0
2025-02-23,Average Tone,0
2025-02-24,Average Tone,0
2025-02-25,Average Tone,0
2025-02-26,Average Tone,0
2025-02-27,Average Tone,-0.7704
2025-02-28,Average Tone,0
2025-03-01,Average Tone,0
2025-03-02,Average Tone,0
2025-03-03,Average Tone,2.867
2025-03-04,Average Tone,0
2025-03-05,Average Tone,1.8568
2025-03-06,Average Tone,0.6881
2025-03-07,Average Tone,0
2025-03-08,Average Tone,0
2025-03-09,Average Tone,0
2025-03-10,Average Tone,0
2025-03-11,Average Tone,0
2025-03-12,Average Tone,-4.3354
2025-03-13,Average Tone,0
2025-03-14,Average Tone,-1.3761
2025-03-15,Average Tone,-1.4842
2025-03-16,Average Tone,0
2025-03-17,Average Tone,0
2025-03-18,Average Tone,0
2025-03-19,Average Tone,-1.9417
2025-03-20,Average Tone,0
2025-03-21,Average Tone,-5.3846
2025-03-22,Average Tone,0
2025-03-23,Average Tone,0
2025-03-24,Average Tone,0
2025-03-25,Average Tone,0
2025-03-26,Average Tone,0
2025-03-27,Average Tone,0
2025-03-28,Average Tone,-1.4943
2025-03-29,Average Tone,0
2025-03-30,Average Tone,-5.7105
2025-03-31,Average Tone,-4.4748
2025-04-01,Average Tone,0
2025-04-02,Average Tone,-1.4298
2025-04-03,Average Tone,0
2025-04-04,Average Tone,0
2025-04-05,Average Tone,0
2025-04-06,Average Tone,0
2025-04-07,Average Tone,0
2025-04-08,Average Tone,0
2025-04-09,Average Tone,0
2025-04-10,Average Tone,-7.7199
2025-04-11,Average Tone,0
2025-04-12,Average Tone,0
2025-04-13,Average Tone,0
2025-04-14,Average Tone,2.3689
2025-04-15,Average Tone,0
2025-04-16,Average Tone,0
2025-04-17,Average Tone,0
2025-04-18,Average Tone,-2.6345
2025-04-19,Average Tone,0
2025-04-20,Average Tone,0
2025-04-21,Average Tone,-4.7346
2025-04-22,Average Tone,1.978
2025-04-23,Average Tone,1.1124
2025-04-24,Average Tone,0
2025-04-25,Average Tone,0
2025-04-26,Average Tone,0
2025-04-27,Average Tone,0
2025-04-28,Average Tone,0
2025-04-29,Average Tone,0
2025-04-30,Average Tone,1.3201
2025-05-01,Average Tone,0
2025-05-02,Average Tone,0
2025-05-03,Average Tone,0
2025-05-04,Average Tone,0
2025-05-05,Average Tone,0.3344
2025-05-06,Average Tone,0
2025-05-07,Average Tone,0
2025-05-08,Average Tone,-4.3307
2025-05-09,Average Tone,0
2025-05-10,Average Tone,0
2025-05-11,Average Tone,0
2025-05-12,Average Tone,-6.3095
2025-05-13,Average Tone,0
2025-05-14,Average Tone,0
2025-05-15,Average Tone,3.3223
2025-05-16,Average Tone,0
2025-05-17,Average Tone,0
2025-05-18,Average Tone,-3.4722
2025-05-19,Average Tone,1.0638
2025-05-20,Average Tone,0
2025-05-21,Average Tone,0
2025-05-22,Average Tone,0
2025-05-23,Average Tone,0
2025-05-24,Average Tone,0
2025-05-25,Average Tone,0
2025-05-26,Average Tone,0
2025-05-27,Average Tone,-2.7891
2025-05-28,Average Tone,-2.3531
2025-05-29,Average Tone,0
2025-05-30,Average Tone,-3.7231
2025-05-31,Average Tone,0
2025-06-01,Average Tone,-1.626
2025-06-02,Average Tone,0
2025-06-03,Average Tone,0
2025-06-04,Average Tone,0
2025-06-05,Average Tone,0
2025-06-06,Average Tone,0
2025-06-07,Average Tone,0
2025-06-08,Average Tone,0
2025-06-09,Average Tone,0
2025-06-10,Average Tone,0
2025-06-11,Average Tone,0
2025-06-12,Average Tone,0
2025-06-13,Average Tone,0
2025-06-14,Average Tone,0
2025-07-02,Average Tone,0
2025-07-03,Average Tone,0
2025-07-04,Average Tone,0
2025-07-05,Average Tone,0
2025-07-06,Average Tone,0
2025-07-07,Average Tone,0
2025-07-08,Average Tone,0
2025-07-09,Average Tone,-0.6757
2025-07-10,Average Tone,0
2025-07-11,Average Tone,0
2025-07-12,Average Tone,-0.6558
2025-07-13,Average Tone,-0.5596
2025-07-14,Average Tone,0
2025-07-15,Average Tone,0.1365
2025-07-16,Average Tone,-1.2155
2025-07-17,Average Tone,0
2025-07-18,Average Tone,0
2025-07-19,Average Tone,0
2025-07-20,Average Tone,0
2025-07-21,Average Tone,0
2025-07-22,Average Tone,-0.9434
2025-07-23,Average Tone,-1.0504
2025-07-24,Average Tone,-1.3313
2025-07-25,Average Tone,-0.5624
2025-07-26,Average Tone,-0.5624
2025-07-27,Average Tone,0
2025-07-28,Average Tone,0
2025-07-29,Average Tone,0
2025-07-30,Average Tone,0
2025-07-31,Average Tone,0
2025-08-01,Average Tone,0
2025-08-02,Average Tone,0
2025-08-03,Average Tone,-0.7584
2025-08-04,Average Tone,0
2025-08-05,Average Tone,0
2025-08-06,Average Tone,0
2025-08-07,Average Tone,0
2025-08-08,Average Tone,0
2025-08-09,Average Tone,0
2025-08-10,Average Tone,0.1763
2025-08-11,Average Tone,-5.0193
2025-08-12,Average Tone,0
2025-08-13,Average Tone,-3.3966
2025-08-14,Average Tone,0
2025-08-15,Average Tone,0
2025-08-16,Average Tone,0
2025-08-17,Average Tone,-6.4315
2025-08-18,Average Tone,-0.4559
2025-08-19,Average Tone,0
2025-08-20,Average Tone,0
2025-08-21,Average Tone,0
2025-08-22,Average Tone,-1.2177
2025-08-23,Average Tone,0
2025-08-24,Average Tone,0
2025-08-25,Average Tone,-1.5517
2025-08-26,Average Tone,0
2025-08-27,Average Tone,0
2025-08-28,Average Tone,0
2025-08-29,Average Tone,-2.5943
2025-08-30,Average Tone,0
2025-08-31,Average Tone,0
2025-09-01,Average Tone,-3.0395
2025-09-02,Average Tone,0
2025-09-03,Average Tone,0
2025-09-04,Average Tone,0
2025-09-05,Average Tone,0
2025-09-06,Average Tone,-3.9517
2025-09-07,Average Tone,-2.619
2025-09-08,Average Tone,0
2025-09-09,Average Tone,0
2025-09-10,Average Tone,0
2025-09-11,Average Tone,0
2025-09-12,Average Tone,-0.5906
2025-09-13,Average Tone,0
2025-09-14,Average Tone,0
2025-09-15,Average Tone,0
2025-09-16,Average Tone,0
2025-09-17,Average Tone,0
2025-09-18,Average Tone,0
2025-09-19,Average Tone,0
2025-09-20,Average Tone,0
2025-09-21,Average Tone,0
2025-09-22,Average Tone,0
2025-09-23,Average Tone,0
2025-09-24,Average Tone,0
2025-09-25,Average Tone,0
2025-09-26,Average Tone,0
2025-09-27,Average Tone,0
2025-09-28,Average Tone,0
2025-09-29,Average Tone,-4.4374
2025-09-30,Average Tone,0
2025-10-01,Average Tone,0
2025-10-02,Average Tone,0
2025-10-03,Average Tone,0
2025-10-04,Average Tone,0
2025-10-05,Average Tone,0
2025-10-06,Average Tone,0
2025-10-07,Average Tone,0
2025-10-08,Average Tone,0
2025-10-09,Average Tone,0
2025-10-10,Average Tone,0
2025-10-11,Average Tone,-4.5455
2025-10-12,Average Tone,0
2025-10-13,Average Tone,0
2025-10-14,Average Tone,-1.4531
2025-10-15,Average Tone,-3.5135
2025-10-16,Average Tone,0
2025-10-17,Average Tone,-0.3215
2025-10-18,Average Tone,-0.3577
2025-10-19,Average Tone,-1.0722
2025-10-20,Average Tone,0
2025-10-21,Average Tone,1.1935
2025-10-22,Average Tone,0
2025-10-23,Average Tone,0
2025-10-24,Average Tone,0
2025-10-25,Average Tone,-1.0596
2025-10-26,Average Tone,0
2025-10-27,Average Tone,0
2025-10-28,Average Tone,0
2025-10-29,Average Tone,0
2025-10-30,Average Tone,0
2025-10-31,Average Tone,0
2025-11-01,Average Tone,3.172
2025-11-02,Average Tone,0
2025-11-03,Average Tone,0
2025-11-04,Average Tone,0
2025-11-05,Average Tone,0
2025-11-06,Average Tone,0
2025-11-07,Average Tone,0
2025-11-08,Average Tone,0
2025-11-09,Average Tone,0
2025-11-10,Average Tone,0
2025-11-11,Average Tone,0
2025-11-12,Average Tone,0
2025-11-13,Average Tone,0
2025-11-14,Average Tone,0
2025-11-15,Average Tone,0.9547
2025-11-16,Average Tone,0
2025-11-17,Average Tone,0
2025-11-18,Average Tone,0
2025-11-19,Average Tone,0
2025-11-20,Average Tone,0
2025-11-21,Average Tone,0
2025-11-22,Average Tone,0
2025-11-23,Average Tone,0
2025-11-24,Average Tone,0
2025-11-25,Average Tone,0
2025-11-26,Average Tone,-0.9331
2025-11-27,Average Tone,0
2025-11-28,Average Tone,-1.6878
2025-11-29,Average Tone,0
2025-11-30,Average Tone,-0.0955
2025-12-01,Average Tone,0
2025-12-02,Average Tone,-2.706
2025-12-03,Average Tone,0
2025-12-04,Average Tone,0
2025-12-05,Average Tone,0
2025-12-06,Average Tone,0
2025-12-07,Average Tone,-2.9255
2025-12-08,Average Tone,0
2025-12-09,Average Tone,0
2025-12-10,Average Tone,0
2025-12-11,Average Tone,0
2025-12-12,Average Tone,-6.5839
2025-12-13,Average Tone,-1.6269
2025-12-14,Average Tone,-1.6263
2025-12-15,Average Tone,0
2025-12-16,Average Tone,0
2025-12-17,Average Tone,0
2025-12-18,Average Tone,2.7878
2025-12-19,Average Tone,0
2025-12-20,Average Tone,0
2025-12-21,Average Tone,0
2025-12-22,Average Tone,0
2025-12-23,Average Tone,0
2025-12-24,Average Tone,-4.9479
2025-12-25,Average Tone,0
2025-12-26,Average Tone,0
2025-12-27,Average Tone,0
2025-12-28,Average Tone,-3.2661
2025-12-29,Average Tone,0
2025-12-30,Average Tone,0
2025-12-31,Average Tone,-3.272
2026-01-01,Average Tone,0
2026-01-02,Average Tone,0
2026-01-03,Average Tone,0
2026-01-04,Average Tone,-0.0995
2026-01-05,Average Tone,-6.1913
2026-01-06,Average Tone,0
2026-01-07,Average Tone,0
2026-01-08,Average Tone,0
2026-01-09,Average Tone,0
2026-01-10,Average Tone,-1.0363
2026-01-11,Average Tone,0
2026-01-12,Average Tone,0
2026-01-13,Average Tone,0
2026-01-14,Average Tone,0
2026-01-15,Average Tone,0
2026-01-16,Average Tone,0
2026-01-17,Average Tone,0
2026-01-18,Average Tone,0
2026-01-19,Average Tone,0
2026-01-20,Average Tone,0
2026-01-21,Average Tone,0
2026-01-22,Average Tone,0
2026-01-23,Average Tone,0
2026-01-24,Average Tone,0
2026-01-25,Average Tone,0
2026-01-26,Average Tone,-2.9954
2026-01-27,Average Tone,0
2026-01-28,Average Tone,0
2026-01-29,Average Tone,0
2026-01-30,Average Tone,0
2026-01-31,Average Tone,0
2026-02-01,Average Tone,-4.1499
2026-02-02,Average Tone,0
2026-02-03,Average Tone,0
2026-02-04,Average Tone,0
